Entity,Code,Date,"Daily new confirmed cases of COVID-19 per million people (rolling 3-day average, right-aligned)"
Afghanistan,AFG,"Dec 31, 2019",0
Afghanistan,AFG,"Jan 1, 2020",0
Afghanistan,AFG,"Jan 2, 2020",0
Afghanistan,AFG,"Jan 3, 2020",0
Afghanistan,AFG,"Jan 4, 2020",0
Afghanistan,AFG,"Jan 5, 2020",0
Afghanistan,AFG,"Jan 6, 2020",0
Afghanistan,AFG,"Jan 7, 2020",0
Afghanistan,AFG,"Jan 8, 2020",0
Afghanistan,AFG,"Jan 9, 2020",0
Afghanistan,AFG,"Jan 10, 2020",0
Afghanistan,AFG,"Jan 11, 2020",0
Afghanistan,AFG,"Jan 12, 2020",0
Afghanistan,AFG,"Jan 13, 2020",0
Afghanistan,AFG,"Jan 14, 2020",0
Afghanistan,AFG,"Jan 15, 2020",0
Afghanistan,AFG,"Jan 16, 2020",0
Afghanistan,AFG,"Jan 17, 2020",0
Afghanistan,AFG,"Jan 18, 2020",0
Afghanistan,AFG,"Jan 19, 2020",0
Afghanistan,AFG,"Jan 20, 2020",0
Afghanistan,AFG,"Jan 21, 2020",0
Afghanistan,AFG,"Jan 22, 2020",0
Afghanistan,AFG,"Jan 23, 2020",0
Afghanistan,AFG,"Jan 24, 2020",0
Afghanistan,AFG,"Jan 25, 2020",0
Afghanistan,AFG,"Jan 26, 2020",0
Afghanistan,AFG,"Jan 27, 2020",0
Afghanistan,AFG,"Jan 28, 2020",0
Afghanistan,AFG,"Jan 29, 2020",0
Afghanistan,AFG,"Jan 30, 2020",0
Afghanistan,AFG,"Jan 31, 2020",0
Afghanistan,AFG,"Feb 1, 2020",0
Afghanistan,AFG,"Feb 2, 2020",0
Afghanistan,AFG,"Feb 3, 2020",0
Afghanistan,AFG,"Feb 4, 2020",0
Afghanistan,AFG,"Feb 5, 2020",0
Afghanistan,AFG,"Feb 6, 2020",0
Afghanistan,AFG,"Feb 7, 2020",0
Afghanistan,AFG,"Feb 8, 2020",0
Afghanistan,AFG,"Feb 9, 2020",0
Afghanistan,AFG,"Feb 10, 2020",0
Afghanistan,AFG,"Feb 11, 2020",0
Afghanistan,AFG,"Feb 12, 2020",0
Afghanistan,AFG,"Feb 13, 2020",0
Afghanistan,AFG,"Feb 14, 2020",0
Afghanistan,AFG,"Feb 15, 2020",0
Afghanistan,AFG,"Feb 16, 2020",0
Afghanistan,AFG,"Feb 17, 2020",0
Afghanistan,AFG,"Feb 18, 2020",0
Afghanistan,AFG,"Feb 19, 2020",0
Afghanistan,AFG,"Feb 20, 2020",0
Afghanistan,AFG,"Feb 21, 2020",0
Afghanistan,AFG,"Feb 22, 2020",0
Afghanistan,AFG,"Feb 23, 2020",0
Afghanistan,AFG,"Feb 24, 2020",0
Afghanistan,AFG,"Feb 25, 2020",0.00867
Afghanistan,AFG,"Feb 26, 2020",0.00867
Afghanistan,AFG,"Feb 27, 2020",0.00867
Afghanistan,AFG,"Feb 28, 2020",0
Afghanistan,AFG,"Feb 29, 2020",0
Afghanistan,AFG,"Mar 1, 2020",0
Afghanistan,AFG,"Mar 2, 2020",0
Afghanistan,AFG,"Mar 3, 2020",0
Afghanistan,AFG,"Mar 4, 2020",0
Afghanistan,AFG,"Mar 8, 2020",0.077
Afghanistan,AFG,"Mar 9, 2020",0.077
Afghanistan,AFG,"Mar 10, 2020",0.077
Afghanistan,AFG,"Mar 11, 2020",0.077
Afghanistan,AFG,"Mar 12, 2020",0.077
Afghanistan,AFG,"Mar 13, 2020",0.077
Afghanistan,AFG,"Mar 15, 2020",0.077
Afghanistan,AFG,"Mar 16, 2020",0.1155
Afghanistan,AFG,"Mar 17, 2020",0.11967
Afghanistan,AFG,"Mar 18, 2020",0.10267
Afghanistan,AFG,"Mar 19, 2020",0.05133
Afghanistan,AFG,"Mar 20, 2020",0.00867
Afghanistan,AFG,"Mar 21, 2020",0.017
Afghanistan,AFG,"Mar 22, 2020",0.017
Afghanistan,AFG,"Mar 23, 2020",0.10267
Afghanistan,AFG,"Mar 24, 2020",0.137
Afghanistan,AFG,"Mar 25, 2020",0.154
Afghanistan,AFG,"Mar 26, 2020",0.351
Afghanistan,AFG,"Mar 27, 2020",0.29967
Afghanistan,AFG,"Mar 28, 2020",0.41967
Afghanistan,AFG,"Mar 29, 2020",0.26533
Afghanistan,AFG,"Mar 30, 2020",0.334
Afghanistan,AFG,"Mar 31, 2020",0.42833
Afghanistan,AFG,"Apr 1, 2020",0.514
Afghanistan,AFG,"Apr 2, 2020",0.668
Afghanistan,AFG,"Apr 3, 2020",0.805
Afghanistan,AFG,"Apr 4, 2020",0.591
Afghanistan,AFG,"Apr 5, 2020",0.668
Afghanistan,AFG,"Apr 6, 2020",0.548
Afghanistan,AFG,"Apr 7, 2020",0.87333
Afghanistan,AFG,"Apr 8, 2020",0.83067
Afghanistan,AFG,"Apr 9, 2020",1.062
Afghanistan,AFG,"Apr 10, 2020",1.259
Afghanistan,AFG,"Apr 11, 2020",1.31867
Afghanistan,AFG,"Apr 12, 2020",1.13
Afghanistan,AFG,"Apr 13, 2020",1.053
Afghanistan,AFG,"Apr 14, 2020",1.233
Afghanistan,AFG,"Apr 15, 2020",1.36167
Afghanistan,AFG,"Apr 16, 2020",1.51567
Afghanistan,AFG,"Apr 17, 2020",1.10467
Afghanistan,AFG,"Apr 18, 2020",1.12167
Afghanistan,AFG,"Apr 19, 2020",1.06167
Afghanistan,AFG,"Apr 20, 2020",1.72967
Afghanistan,AFG,"Apr 21, 2020",1.59267
Afghanistan,AFG,"Apr 22, 2020",1.57567
Afghanistan,AFG,"Apr 23, 2020",1.54133
Afghanistan,AFG,"Apr 24, 2020",2.14067
Afghanistan,AFG,"Apr 25, 2020",2.21767
Afghanistan,AFG,"Apr 26, 2020",2.45733
Afghanistan,AFG,"Apr 27, 2020",2.14067
Afghanistan,AFG,"Apr 28, 2020",3.014
Afghanistan,AFG,"Apr 29, 2020",3.11667
Afghanistan,AFG,"Apr 30, 2020",3.579
Afghanistan,AFG,"May 1, 2020",4.00733
Afghanistan,AFG,"May 2, 2020",4.35
Afghanistan,AFG,"May 3, 2020",4.45267
Afghanistan,AFG,"May 4, 2020",4.564
Afghanistan,AFG,"May 5, 2020",4.78667
Afghanistan,AFG,"May 6, 2020",6.465
Afghanistan,AFG,"May 7, 2020",5.89133
Afghanistan,AFG,"May 8, 2020",5.72867
Afghanistan,AFG,"May 9, 2020",4.744
Afghanistan,AFG,"May 10, 2020",5.48867
Afghanistan,AFG,"May 11, 2020",7.184
Afghanistan,AFG,"May 12, 2020",7.78333
Afghanistan,AFG,"May 13, 2020",7.99767
Afghanistan,AFG,"May 14, 2020",7.05567
Afghanistan,AFG,"May 15, 2020",5.583
Afghanistan,AFG,"May 16, 2020",12.28767
Afghanistan,AFG,"May 17, 2020",10.07
Afghanistan,AFG,"May 18, 2020",11.34567
Afghanistan,AFG,"May 19, 2020",5.737
Afghanistan,AFG,"May 20, 2020",10.712
Afghanistan,AFG,"May 21, 2020",12.68167
Afghanistan,AFG,"May 22, 2020",13.73467
Afghanistan,AFG,"May 23, 2020",13.38367
Afghanistan,AFG,"May 24, 2020",15.86667
Afghanistan,AFG,"May 25, 2020",16.32067
Afghanistan,AFG,"May 26, 2020",16.75733
Afghanistan,AFG,"May 27, 2020",15.69567
Afghanistan,AFG,"May 28, 2020",16.04667
Afghanistan,AFG,"May 29, 2020",15.95233
Afghanistan,AFG,"May 30, 2020",15.65267
Afghanistan,AFG,"May 31, 2020",17.71633
Afghanistan,AFG,"Jun 1, 2020",18.57267
Afghanistan,AFG,"Jun 2, 2020",17.90467
Afghanistan,AFG,"Jun 3, 2020",16.98833
Afghanistan,AFG,"Jun 4, 2020",17.65633
Afghanistan,AFG,"Jun 5, 2020",19.72867
Afghanistan,AFG,"Jun 6, 2020",21.06467
Afghanistan,AFG,"Jun 7, 2020",19.55767
Afghanistan,AFG,"Jun 8, 2020",19.59167
Afghanistan,AFG,"Jun 9, 2020",16.68033
Afghanistan,AFG,"Jun 10, 2020",16.33767
Afghanistan,AFG,"Jun 11, 2020",15.42167
Afghanistan,AFG,"Jun 12, 2020",16.89433
Afghanistan,AFG,"Jun 13, 2020",17.87033
Afghanistan,AFG,"Jun 14, 2020",16.77433
Afghanistan,AFG,"Jun 15, 2020",16.06367
Afghanistan,AFG,"Jun 16, 2020",16.963
Afghanistan,AFG,"Jun 17, 2020",18.90667
Afghanistan,AFG,"Jun 18, 2020",18.05033
Afghanistan,AFG,"Jun 19, 2020",17.16833
Afghanistan,AFG,"Jun 20, 2020",13.42633
Afghanistan,AFG,"Jun 21, 2020",13.27233
Afghanistan,AFG,"Jun 22, 2020",11.14
Afghanistan,AFG,"Jun 23, 2020",10.83167
Afghanistan,AFG,"Jun 24, 2020",9.05067
Afghanistan,AFG,"Jun 25, 2020",7.55233
Afghanistan,AFG,"Jun 26, 2020",8.837
Afghanistan,AFG,"Jun 27, 2020",8.306
Afghanistan,AFG,"Jun 28, 2020",7.71533
Afghanistan,AFG,"Jun 29, 2020",6.782
Afghanistan,AFG,"Jun 30, 2020",6.73933
Afghanistan,AFG,"Jul 1, 2020",7.71533
Afghanistan,AFG,"Jul 2, 2020",7.44133
Afghanistan,AFG,"Jul 3, 2020",6.71333
Afghanistan,AFG,"Jul 4, 2020",6.91033
Albania,ALB,"Mar 9, 2020",0.695
Albania,ALB,"Mar 10, 2020",1.0425
Albania,ALB,"Mar 11, 2020",1.15833
Albania,ALB,"Mar 12, 2020",1.04233
Albania,ALB,"Mar 13, 2020",1.969
Albania,ALB,"Mar 14, 2020",2.664
Albania,ALB,"Mar 15, 2020",3.12733
Albania,ALB,"Mar 16, 2020",2.20067
Albania,ALB,"Mar 17, 2020",2.08467
Albania,ALB,"Mar 18, 2020",1.969
Albania,ALB,"Mar 19, 2020",1.969
Albania,ALB,"Mar 20, 2020",2.20067
Albania,ALB,"Mar 21, 2020",1.73733
Albania,ALB,"Mar 22, 2020",1.969
Albania,ALB,"Mar 23, 2020",2.20067
Albania,ALB,"Mar 24, 2020",3.47467
Albania,ALB,"Mar 25, 2020",5.44367
Albania,ALB,"Mar 26, 2020",6.602
Albania,ALB,"Mar 27, 2020",8.57133
Albania,ALB,"Mar 28, 2020",7.29733
Albania,ALB,"Mar 29, 2020",5.90733
Albania,ALB,"Mar 30, 2020",4.40133
Albania,ALB,"Mar 31, 2020",4.28533
Albania,ALB,"Apr 1, 2020",5.328
Albania,ALB,"Apr 2, 2020",5.444
Albania,ALB,"Apr 3, 2020",6.255
Albania,ALB,"Apr 4, 2020",7.06567
Albania,ALB,"Apr 5, 2020",8.57133
Albania,ALB,"Apr 6, 2020",9.72967
Albania,ALB,"Apr 7, 2020",8.45567
Albania,ALB,"Apr 8, 2020",5.79167
Albania,ALB,"Apr 9, 2020",4.51733
Albania,ALB,"Apr 10, 2020",3.70633
Albania,ALB,"Apr 11, 2020",3.822
Albania,ALB,"Apr 12, 2020",3.822
Albania,ALB,"Apr 13, 2020",4.28533
Albania,ALB,"Apr 14, 2020",5.907
Albania,ALB,"Apr 15, 2020",4.86467
Albania,ALB,"Apr 16, 2020",5.55967
Albania,ALB,"Apr 17, 2020",5.90733
Albania,ALB,"Apr 18, 2020",7.413
Albania,ALB,"Apr 19, 2020",6.25467
Albania,ALB,"Apr 20, 2020",5.09633
Albania,ALB,"Apr 21, 2020",5.21233
Albania,ALB,"Apr 22, 2020",7.06567
Albania,ALB,"Apr 23, 2020",8.33967
Albania,ALB,"Apr 24, 2020",9.15033
Albania,ALB,"Apr 25, 2020",7.992
Albania,ALB,"Apr 26, 2020",9.03467
Albania,ALB,"Apr 27, 2020",7.29733
Albania,ALB,"Apr 28, 2020",6.71833
Albania,ALB,"Apr 29, 2020",4.40167
Albania,ALB,"Apr 30, 2020",4.63333
Albania,ALB,"May 1, 2020",4.28567
Albania,ALB,"May 2, 2020",3.70633
Albania,ALB,"May 3, 2020",2.66367
Albania,ALB,"May 4, 2020",2.548
Albania,ALB,"May 5, 2020",2.43233
Albania,ALB,"May 6, 2020",3.59067
Albania,ALB,"May 7, 2020",4.28567
Albania,ALB,"May 8, 2020",4.51733
Albania,ALB,"May 9, 2020",3.475
Albania,ALB,"May 10, 2020",2.78
Albania,ALB,"May 11, 2020",3.01167
Albania,ALB,"May 12, 2020",2.54833
Albania,ALB,"May 13, 2020",2.31667
Albania,ALB,"May 14, 2020",1.39
Albania,ALB,"May 15, 2020",3.01167
Albania,ALB,"May 16, 2020",4.63333
Albania,ALB,"May 17, 2020",6.139
Albania,ALB,"May 18, 2020",5.55967
Albania,ALB,"May 19, 2020",3.70633
Albania,ALB,"May 20, 2020",1.853
Albania,ALB,"May 21, 2020",2.08467
Albania,ALB,"May 22, 2020",2.432
Albania,ALB,"May 23, 2020",3.70633
Albania,ALB,"May 24, 2020",2.89567
Albania,ALB,"May 25, 2020",3.359
Albania,ALB,"May 26, 2020",2.664
Albania,ALB,"May 27, 2020",4.633
Albania,ALB,"May 28, 2020",6.023
Albania,ALB,"May 29, 2020",8.33967
Albania,ALB,"May 30, 2020",8.108
Albania,ALB,"May 31, 2020",8.33967
Albania,ALB,"Jun 1, 2020",7.06533
Albania,ALB,"Jun 2, 2020",5.09633
Albania,ALB,"Jun 3, 2020",4.86467
Albania,ALB,"Jun 4, 2020",5.444
Albania,ALB,"Jun 5, 2020",6.25467
Albania,ALB,"Jun 6, 2020",5.55967
Albania,ALB,"Jun 7, 2020",5.55967
Albania,ALB,"Jun 8, 2020",5.67567
Albania,ALB,"Jun 9, 2020",5.90733
Albania,ALB,"Jun 10, 2020",7.76067
Albania,ALB,"Jun 11, 2020",11.00367
Albania,ALB,"Jun 12, 2020",14.131
Albania,ALB,"Jun 13, 2020",13.55167
Albania,ALB,"Jun 14, 2020",14.24667
Albania,ALB,"Jun 15, 2020",15.75267
Albania,ALB,"Jun 16, 2020",20.15433
Albania,ALB,"Jun 17, 2020",24.09267
Albania,ALB,"Jun 18, 2020",23.28167
Albania,ALB,"Jun 19, 2020",22.934
Albania,ALB,"Jun 20, 2020",19.22733
Albania,ALB,"Jun 21, 2020",19.575
Albania,ALB,"Jun 22, 2020",16.10033
Albania,ALB,"Jun 23, 2020",18.18533
Albania,ALB,"Jun 24, 2020",18.06933
Albania,ALB,"Jun 25, 2020",21.66
Albania,ALB,"Jun 26, 2020",22.81833
Albania,ALB,"Jun 27, 2020",25.71433
Albania,ALB,"Jun 28, 2020",25.01933
Albania,ALB,"Jun 29, 2020",24.32433
Albania,ALB,"Jun 30, 2020",22.81833
Albania,ALB,"Jul 1, 2020",23.745
Albania,ALB,"Jul 2, 2020",20.61767
Albania,ALB,"Jul 3, 2020",22.70267
Albania,ALB,"Jul 4, 2020",25.135
Algeria,DZA,"Dec 31, 2019",0
Algeria,DZA,"Jan 1, 2020",0
Algeria,DZA,"Jan 2, 2020",0
Algeria,DZA,"Jan 3, 2020",0
Algeria,DZA,"Jan 4, 2020",0
Algeria,DZA,"Jan 5, 2020",0
Algeria,DZA,"Jan 6, 2020",0
Algeria,DZA,"Jan 7, 2020",0
Algeria,DZA,"Jan 8, 2020",0
Algeria,DZA,"Jan 9, 2020",0
Algeria,DZA,"Jan 10, 2020",0
Algeria,DZA,"Jan 11, 2020",0
Algeria,DZA,"Jan 12, 2020",0
Algeria,DZA,"Jan 13, 2020",0
Algeria,DZA,"Jan 14, 2020",0
Algeria,DZA,"Jan 15, 2020",0
Algeria,DZA,"Jan 16, 2020",0
Algeria,DZA,"Jan 17, 2020",0
Algeria,DZA,"Jan 18, 2020",0
Algeria,DZA,"Jan 19, 2020",0
Algeria,DZA,"Jan 20, 2020",0
Algeria,DZA,"Jan 21, 2020",0
Algeria,DZA,"Jan 22, 2020",0
Algeria,DZA,"Jan 23, 2020",0
Algeria,DZA,"Jan 24, 2020",0
Algeria,DZA,"Jan 25, 2020",0
Algeria,DZA,"Jan 26, 2020",0
Algeria,DZA,"Jan 27, 2020",0
Algeria,DZA,"Jan 28, 2020",0
Algeria,DZA,"Jan 29, 2020",0
Algeria,DZA,"Jan 30, 2020",0
Algeria,DZA,"Jan 31, 2020",0
Algeria,DZA,"Feb 1, 2020",0
Algeria,DZA,"Feb 2, 2020",0
Algeria,DZA,"Feb 3, 2020",0
Algeria,DZA,"Feb 4, 2020",0
Algeria,DZA,"Feb 5, 2020",0
Algeria,DZA,"Feb 6, 2020",0
Algeria,DZA,"Feb 7, 2020",0
Algeria,DZA,"Feb 8, 2020",0
Algeria,DZA,"Feb 9, 2020",0
Algeria,DZA,"Feb 10, 2020",0
Algeria,DZA,"Feb 11, 2020",0
Algeria,DZA,"Feb 12, 2020",0
Algeria,DZA,"Feb 13, 2020",0
Algeria,DZA,"Feb 14, 2020",0
Algeria,DZA,"Feb 15, 2020",0
Algeria,DZA,"Feb 16, 2020",0
Algeria,DZA,"Feb 17, 2020",0
Algeria,DZA,"Feb 18, 2020",0
Algeria,DZA,"Feb 19, 2020",0
Algeria,DZA,"Feb 20, 2020",0
Algeria,DZA,"Feb 21, 2020",0
Algeria,DZA,"Feb 22, 2020",0
Algeria,DZA,"Feb 23, 2020",0
Algeria,DZA,"Feb 24, 2020",0
Algeria,DZA,"Feb 25, 2020",0
Algeria,DZA,"Feb 26, 2020",0.00767
Algeria,DZA,"Feb 27, 2020",0.00767
Algeria,DZA,"Feb 28, 2020",0.00767
Algeria,DZA,"Feb 29, 2020",0
Algeria,DZA,"Mar 1, 2020",0.01533
Algeria,DZA,"Mar 2, 2020",0.01533
Algeria,DZA,"Mar 3, 2020",0.023
Algeria,DZA,"Mar 4, 2020",0.023
Algeria,DZA,"Mar 5, 2020",0.103
Algeria,DZA,"Mar 6, 2020",0.10667
Algeria,DZA,"Mar 7, 2020",0.137
Algeria,DZA,"Mar 8, 2020",0.114
Algeria,DZA,"Mar 9, 2020",0.068
Algeria,DZA,"Mar 10, 2020",0.068
Algeria,DZA,"Mar 11, 2020",0.068
Algeria,DZA,"Mar 12, 2020",0
Algeria,DZA,"Mar 13, 2020",0.057
Algeria,DZA,"Mar 14, 2020",0.04567
Algeria,DZA,"Mar 15, 2020",0.12933
Algeria,DZA,"Mar 16, 2020",0.175
Algeria,DZA,"Mar 17, 2020",0.24333
Algeria,DZA,"Mar 18, 2020",0.175
Algeria,DZA,"Mar 19, 2020",0.18267
Algeria,DZA,"Mar 20, 2020",0.24333
Algeria,DZA,"Mar 21, 2020",0.31933
Algeria,DZA,"Mar 22, 2020",0.50933
Algeria,DZA,"Mar 23, 2020",0.844
Algeria,DZA,"Mar 24, 2020",0.973
Algeria,DZA,"Mar 25, 2020",0.95
Algeria,DZA,"Mar 26, 2020",0.76767
Algeria,DZA,"Mar 27, 2020",1.04133
Algeria,DZA,"Mar 28, 2020",1.10233
Algeria,DZA,"Mar 29, 2020",1.15533
Algeria,DZA,"Mar 30, 2020",1.09467
Algeria,DZA,"Mar 31, 2020",1.33033
Algeria,DZA,"Apr 1, 2020",1.99167
Algeria,DZA,"Apr 2, 2020",2.554
Algeria,DZA,"Apr 3, 2020",3.05567
Algeria,DZA,"Apr 4, 2020",3.45867
Algeria,DZA,"Apr 5, 2020",3.071
Algeria,DZA,"Apr 6, 2020",2.539
Algeria,DZA,"Apr 7, 2020",1.91567
Algeria,DZA,"Apr 8, 2020",1.64967
Algeria,DZA,"Apr 9, 2020",1.91567
Algeria,DZA,"Apr 10, 2020",1.84733
Algeria,DZA,"Apr 11, 2020",2.22733
Algeria,DZA,"Apr 12, 2020",1.923
Algeria,DZA,"Apr 13, 2020",1.885
Algeria,DZA,"Apr 14, 2020",1.68767
Algeria,DZA,"Apr 15, 2020",1.86267
Algeria,DZA,"Apr 16, 2020",1.87
Algeria,DZA,"Apr 17, 2020",2.16633
Algeria,DZA,"Apr 18, 2020",2.64533
Algeria,DZA,"Apr 19, 2020",2.85067
Algeria,DZA,"Apr 20, 2020",2.74433
Algeria,DZA,"Apr 21, 2020",2.28067
Algeria,DZA,"Apr 22, 2020",2.09833
Algeria,DZA,"Apr 23, 2020",2.13633
Algeria,DZA,"Apr 24, 2020",2.197
Algeria,DZA,"Apr 25, 2020",2.40233
Algeria,DZA,"Apr 26, 2020",2.63033
Algeria,DZA,"Apr 27, 2020",2.85067
Algeria,DZA,"Apr 28, 2020",2.96467
Algeria,DZA,"Apr 29, 2020",2.98733
Algeria,DZA,"Apr 30, 2020",3.54233
Algeria,DZA,"May 1, 2020",3.717
Algeria,DZA,"May 2, 2020",3.83867
Algeria,DZA,"May 3, 2020",3.39767
Algeria,DZA,"May 4, 2020",3.55733
Algeria,DZA,"May 5, 2020",3.755
Algeria,DZA,"May 6, 2020",4.12767
Algeria,DZA,"May 7, 2020",3.97567
Algeria,DZA,"May 8, 2020",4.05933
Algeria,DZA,"May 9, 2020",4.03633
Algeria,DZA,"May 10, 2020",4.26433
Algeria,DZA,"May 11, 2020",4.11233
Algeria,DZA,"May 12, 2020",3.968
Algeria,DZA,"May 13, 2020",3.86933
Algeria,DZA,"May 14, 2020",4.029
Algeria,DZA,"May 15, 2020",4.18867
Algeria,DZA,"May 16, 2020",4.272
Algeria,DZA,"May 17, 2020",4.31733
Algeria,DZA,"May 18, 2020",4.38567
Algeria,DZA,"May 19, 2020",4.34767
Algeria,DZA,"May 20, 2020",4.22633
Algeria,DZA,"May 21, 2020",3.97567
Algeria,DZA,"May 22, 2020",4.00633
Algeria,DZA,"May 23, 2020",4.11267
Algeria,DZA,"May 24, 2020",4.34067
Algeria,DZA,"May 25, 2020",4.39367
Algeria,DZA,"May 26, 2020",4.44667
Algeria,DZA,"May 27, 2020",4.439
Algeria,DZA,"May 28, 2020",4.18833
Algeria,DZA,"May 29, 2020",3.75533
Algeria,DZA,"May 30, 2020",3.322
Algeria,DZA,"May 31, 2020",3.11667
Algeria,DZA,"Jun 1, 2020",3.01767
Algeria,DZA,"Jun 2, 2020",2.881
Algeria,DZA,"Jun 3, 2020",2.729
Algeria,DZA,"Jun 4, 2020",1.76367
Algeria,DZA,"Jun 5, 2020",2.41733
Algeria,DZA,"Jun 6, 2020",2.349
Algeria,DZA,"Jun 7, 2020",3.22333
Algeria,DZA,"Jun 8, 2020",2.45567
Algeria,DZA,"Jun 9, 2020",2.50867
Algeria,DZA,"Jun 10, 2020",2.52367
Algeria,DZA,"Jun 11, 2020",2.50833
Algeria,DZA,"Jun 12, 2020",2.46267
Algeria,DZA,"Jun 13, 2020",2.402
Algeria,DZA,"Jun 14, 2020",2.478
Algeria,DZA,"Jun 15, 2020",2.50867
Algeria,DZA,"Jun 16, 2020",2.53133
Algeria,DZA,"Jun 17, 2020",2.56167
Algeria,DZA,"Jun 18, 2020",2.65267
Algeria,DZA,"Jun 19, 2020",2.69067
Algeria,DZA,"Jun 20, 2020",2.71367
Algeria,DZA,"Jun 21, 2020",2.75933
Algeria,DZA,"Jun 22, 2020",2.93433
Algeria,DZA,"Jun 23, 2020",3.16233
Algeria,DZA,"Jun 24, 2020",3.38267
Algeria,DZA,"Jun 25, 2020",3.62567
Algeria,DZA,"Jun 26, 2020",3.99033
Algeria,DZA,"Jun 27, 2020",4.629
Algeria,DZA,"Jun 28, 2020",5.473
Algeria,DZA,"Jun 29, 2020",6.294
Algeria,DZA,"Jun 30, 2020",6.735
Algeria,DZA,"Jul 1, 2020",7.13767
Algeria,DZA,"Jul 2, 2020",7.594
Algeria,DZA,"Jul 3, 2020",8.25533
Algeria,DZA,"Jul 4, 2020",8.84067
Andorra,AND,"Mar 3, 2020",12.942
Andorra,AND,"Mar 4, 2020",12.942
Andorra,AND,"Mar 5, 2020",12.942
Andorra,AND,"Mar 14, 2020",12.942
Andorra,AND,"Mar 15, 2020",12.942
Andorra,AND,"Mar 16, 2020",25.8845
Andorra,AND,"Mar 17, 2020",77.6545
Andorra,AND,"Mar 18, 2020",51.76967
Andorra,AND,"Mar 19, 2020",207.07933
Andorra,AND,"Mar 20, 2020",263.16333
Andorra,AND,"Mar 21, 2020",263.16333
Andorra,AND,"Mar 22, 2020",150.99533
Andorra,AND,"Mar 23, 2020",163.938
Andorra,AND,"Mar 24, 2020",250.221
Andorra,AND,"Mar 25, 2020",327.876
Andorra,AND,"Mar 26, 2020",323.56167
Andorra,AND,"Mar 27, 2020",392.58833
Andorra,AND,"Mar 28, 2020",444.358
Andorra,AND,"Mar 29, 2020",517.69867
Andorra,AND,"Mar 30, 2020",474.557
Andorra,AND,"Mar 31, 2020",444.358
Andorra,AND,"Apr 1, 2020",293.36267
Andorra,AND,"Apr 2, 2020",241.593
Andorra,AND,"Apr 3, 2020",250.22133
Andorra,AND,"Apr 4, 2020",271.792
Andorra,AND,"Apr 5, 2020",327.876
Andorra,AND,"Apr 6, 2020",314.93333
Andorra,AND,"Apr 7, 2020",375.33167
Andorra,AND,"Apr 8, 2020",340.81833
Andorra,AND,"Apr 9, 2020",271.792
Andorra,AND,"Apr 10, 2020",245.907
Andorra,AND,"Apr 11, 2020",241.59267
Andorra,AND,"Apr 12, 2020",250.221
Andorra,AND,"Apr 13, 2020",237.27867
Andorra,AND,"Apr 14, 2020",194.13733
Andorra,AND,"Apr 15, 2020",159.624
Andorra,AND,"Apr 16, 2020",150.99567
Andorra,AND,"Apr 17, 2020",155.30967
Andorra,AND,"Apr 18, 2020",159.624
Andorra,AND,"Apr 19, 2020",133.739
Andorra,AND,"Apr 20, 2020",133.739
Andorra,AND,"Apr 21, 2020",90.59733
Andorra,AND,"Apr 22, 2020",56.084
Andorra,AND,"Apr 23, 2020",43.14167
Andorra,AND,"Apr 24, 2020",30.199
Andorra,AND,"Apr 25, 2020",60.398
Andorra,AND,"Apr 26, 2020",43.14133
Andorra,AND,"Apr 27, 2020",69.02633
Andorra,AND,"Apr 28, 2020",51.76967
Andorra,AND,"Apr 29, 2020",43.14133
Andorra,AND,"Apr 30, 2020",12.94233
Andorra,AND,"May 1, 2020",8.62833
Andorra,AND,"May 2, 2020",12.94233
Andorra,AND,"May 3, 2020",17.25633
Andorra,AND,"May 4, 2020",12.942
Andorra,AND,"May 5, 2020",17.25633
Andorra,AND,"May 6, 2020",17.25633
Andorra,AND,"May 7, 2020",12.94233
Andorra,AND,"May 8, 2020",8.628
Andorra,AND,"May 9, 2020",4.314
Andorra,AND,"May 10, 2020",12.94233
Andorra,AND,"May 11, 2020",12.94233
Andorra,AND,"May 12, 2020",17.25633
Andorra,AND,"May 13, 2020",17.25633
Andorra,AND,"May 14, 2020",21.57067
Andorra,AND,"May 15, 2020",21.57067
Andorra,AND,"May 16, 2020",12.94233
Andorra,AND,"May 17, 2020",4.314
Andorra,AND,"May 18, 2020",0
Andorra,AND,"May 19, 2020",0
Andorra,AND,"May 20, 2020",0
Andorra,AND,"May 21, 2020",4.314
Andorra,AND,"May 22, 2020",4.314
Andorra,AND,"May 23, 2020",4.314
Andorra,AND,"May 24, 2020",0
Andorra,AND,"May 25, 2020",4.314
Andorra,AND,"May 26, 2020",4.314
Andorra,AND,"May 27, 2020",4.314
Andorra,AND,"May 28, 2020",0
Andorra,AND,"May 29, 2020",0
Andorra,AND,"May 30, 2020",4.314
Andorra,AND,"May 31, 2020",4.314
Andorra,AND,"Jun 1, 2020",4.314
Andorra,AND,"Jun 2, 2020",4.314
Andorra,AND,"Jun 3, 2020",345.13233
Andorra,AND,"Jun 4, 2020",375.33133
Andorra,AND,"Jun 5, 2020",375.33133
Andorra,AND,"Jun 6, 2020",34.513
Andorra,AND,"Jun 7, 2020",4.314
Andorra,AND,"Jun 8, 2020",0
Andorra,AND,"Jun 9, 2020",0
Andorra,AND,"Jun 10, 2020",0
Andorra,AND,"Jun 11, 2020",0
Andorra,AND,"Jun 12, 2020",0
Andorra,AND,"Jun 13, 2020",4.314
