Entity,Code,Date,"Daily new confirmed deaths due to COVID-19 per million people (rolling 7-day average, right-aligned)"
Bahrain,BHR,"Jun 17, 2020",1.51114
Bahrain,BHR,"Jun 18, 2020",1.51114
Bahrain,BHR,"Jun 19, 2020",1.59514
Bahrain,BHR,"Jun 20, 2020",1.763
Bahrain,BHR,"Jun 21, 2020",1.763
Bahrain,BHR,"Jun 22, 2020",1.679
Bahrain,BHR,"Jun 23, 2020",1.595
Bahrain,BHR,"Jun 24, 2020",1.67886
Bahrain,BHR,"Jun 25, 2020",1.67886
Bahrain,BHR,"Jun 26, 2020",1.343
Bahrain,BHR,"Jun 27, 2020",1.76286
Bahrain,BHR,"Jun 28, 2020",1.511
Bahrain,BHR,"Jun 29, 2020",1.67886
Bahrain,BHR,"Jun 30, 2020",1.595
Bahrain,BHR,"Jul 1, 2020",1.679
Bahrain,BHR,"Jul 2, 2020",1.93086
Bahrain,BHR,"Jul 3, 2020",1.93086
Bahrain,BHR,"Jul 4, 2020",1.42714
Bangladesh,BGD,"Mar 18, 2020",0
Bangladesh,BGD,"Mar 19, 2020",0
Bangladesh,BGD,"Mar 20, 2020",0
Bangladesh,BGD,"Mar 21, 2020",0
Bangladesh,BGD,"Mar 22, 2020",0.002
Bangladesh,BGD,"Mar 23, 2020",0.00257
Bangladesh,BGD,"Mar 24, 2020",0.00257
Bangladesh,BGD,"Mar 25, 2020",0.00343
Bangladesh,BGD,"Mar 26, 2020",0.00429
Bangladesh,BGD,"Mar 27, 2020",0.00429
Bangladesh,BGD,"Mar 28, 2020",0.00429
Bangladesh,BGD,"Mar 29, 2020",0.00257
Bangladesh,BGD,"Mar 30, 2020",0.00171
Bangladesh,BGD,"Mar 31, 2020",0.00171
Bangladesh,BGD,"Apr 1, 2020",0.00086
Bangladesh,BGD,"Apr 2, 2020",0.00086
Bangladesh,BGD,"Apr 3, 2020",0.00086
Bangladesh,BGD,"Apr 4, 2020",0.00086
Bangladesh,BGD,"Apr 5, 2020",0.00257
Bangladesh,BGD,"Apr 6, 2020",0.00343
Bangladesh,BGD,"Apr 7, 2020",0.006
Bangladesh,BGD,"Apr 8, 2020",0.01029
Bangladesh,BGD,"Apr 9, 2020",0.012
Bangladesh,BGD,"Apr 10, 2020",0.01286
Bangladesh,BGD,"Apr 11, 2020",0.018
Bangladesh,BGD,"Apr 12, 2020",0.01886
Bangladesh,BGD,"Apr 13, 2020",0.02143
Bangladesh,BGD,"Apr 14, 2020",0.02314
Bangladesh,BGD,"Apr 15, 2020",0.025
Bangladesh,BGD,"Apr 16, 2020",0.02586
Bangladesh,BGD,"Apr 17, 2020",0.03371
Bangladesh,BGD,"Apr 18, 2020",0.04157
Bangladesh,BGD,"Apr 19, 2020",0.04686
Bangladesh,BGD,"Apr 20, 2020",0.04957
Bangladesh,BGD,"Apr 21, 2020",0.054
Bangladesh,BGD,"Apr 22, 2020",0.05571
Bangladesh,BGD,"Apr 23, 2020",0.061
Bangladesh,BGD,"Apr 24, 2020",0.05843
Bangladesh,BGD,"Apr 25, 2020",0.04886
Bangladesh,BGD,"Apr 26, 2020",0.04886
Bangladesh,BGD,"Apr 27, 2020",0.047
Bangladesh,BGD,"Apr 28, 2020",0.04443
Bangladesh,BGD,"Apr 29, 2020",0.03914
Bangladesh,BGD,"Apr 30, 2020",0.03743
Bangladesh,BGD,"May 1, 2020",0.03557
Bangladesh,BGD,"May 2, 2020",0.03386
Bangladesh,BGD,"May 3, 2020",0.03029
Bangladesh,BGD,"May 4, 2020",0.02771
Bangladesh,BGD,"May 5, 2020",0.02586
Bangladesh,BGD,"May 6, 2020",0.02414
Bangladesh,BGD,"May 7, 2020",0.01971
Bangladesh,BGD,"May 8, 2020",0.02671
Bangladesh,BGD,"May 9, 2020",0.03114
Bangladesh,BGD,"May 10, 2020",0.03386
Bangladesh,BGD,"May 11, 2020",0.04429
Bangladesh,BGD,"May 12, 2020",0.04957
Bangladesh,BGD,"May 13, 2020",0.05829
Bangladesh,BGD,"May 14, 2020",0.07214
Bangladesh,BGD,"May 15, 2020",0.073
Bangladesh,BGD,"May 16, 2020",0.07986
Bangladesh,BGD,"May 17, 2020",0.08671
Bangladesh,BGD,"May 18, 2020",0.08671
Bangladesh,BGD,"May 19, 2020",0.09543
Bangladesh,BGD,"May 20, 2020",0.10414
Bangladesh,BGD,"May 21, 2020",0.10157
Bangladesh,BGD,"May 22, 2020",0.10857
Bangladesh,BGD,"May 23, 2020",0.11643
Bangladesh,BGD,"May 24, 2020",0.11986
Bangladesh,BGD,"May 25, 2020",0.132
Bangladesh,BGD,"May 26, 2020",0.132
Bangladesh,BGD,"May 27, 2020",0.132
Bangladesh,BGD,"May 28, 2020",0.13729
Bangladesh,BGD,"May 29, 2020",0.13114
Bangladesh,BGD,"May 30, 2020",0.13029
Bangladesh,BGD,"May 31, 2020",0.13729
Bangladesh,BGD,"Jun 1, 2020",0.14771
Bangladesh,BGD,"Jun 2, 2020",0.14857
Bangladesh,BGD,"Jun 3, 2020",0.16243
Bangladesh,BGD,"Jun 4, 2020",0.17543
Bangladesh,BGD,"Jun 5, 2020",0.19286
Bangladesh,BGD,"Jun 6, 2020",0.19886
Bangladesh,BGD,"Jun 7, 2020",0.205
Bangladesh,BGD,"Jun 8, 2020",0.20671
Bangladesh,BGD,"Jun 9, 2020",0.224
Bangladesh,BGD,"Jun 10, 2020",0.23086
Bangladesh,BGD,"Jun 11, 2020",0.23086
Bangladesh,BGD,"Jun 12, 2020",0.23257
Bangladesh,BGD,"Jun 13, 2020",0.24643
Bangladesh,BGD,"Jun 14, 2020",0.25414
Bangladesh,BGD,"Jun 15, 2020",0.24543
Bangladesh,BGD,"Jun 16, 2020",0.242
Bangladesh,BGD,"Jun 17, 2020",0.249
Bangladesh,BGD,"Jun 18, 2020",0.25414
Bangladesh,BGD,"Jun 19, 2020",0.255
Bangladesh,BGD,"Jun 20, 2020",0.25414
Bangladesh,BGD,"Jun 21, 2020",0.24814
Bangladesh,BGD,"Jun 22, 2020",0.25429
Bangladesh,BGD,"Jun 23, 2020",0.25429
Bangladesh,BGD,"Jun 24, 2020",0.24557
Bangladesh,BGD,"Jun 25, 2020",0.24043
Bangladesh,BGD,"Jun 26, 2020",0.24129
Bangladesh,BGD,"Jun 27, 2020",0.237
Bangladesh,BGD,"Jun 28, 2020",0.23429
Bangladesh,BGD,"Jun 29, 2020",0.23771
Bangladesh,BGD,"Jun 30, 2020",0.24371
Bangladesh,BGD,"Jul 1, 2020",0.262
Bangladesh,BGD,"Jul 2, 2020",0.26543
Bangladesh,BGD,"Jul 3, 2020",0.26457
Bangladesh,BGD,"Jul 4, 2020",0.26629
Barbados,BRB,"Mar 20, 2020",0
Barbados,BRB,"Mar 21, 2020",0
Barbados,BRB,"Mar 22, 2020",0
Barbados,BRB,"Mar 23, 2020",0
Barbados,BRB,"Mar 24, 2020",0
Barbados,BRB,"Mar 25, 2020",0
Barbados,BRB,"Mar 26, 2020",0
Barbados,BRB,"Mar 27, 2020",0
Barbados,BRB,"Mar 28, 2020",0
Barbados,BRB,"Mar 29, 2020",0
Barbados,BRB,"Mar 30, 2020",0
Barbados,BRB,"Mar 31, 2020",0
Barbados,BRB,"Apr 1, 2020",0
Barbados,BRB,"Apr 2, 2020",0
Barbados,BRB,"Apr 3, 2020",0
Barbados,BRB,"Apr 4, 2020",0
Barbados,BRB,"Apr 5, 2020",0
Barbados,BRB,"Apr 6, 2020",0.49714
Barbados,BRB,"Apr 7, 2020",0.99429
Barbados,BRB,"Apr 8, 2020",1.49143
Barbados,BRB,"Apr 9, 2020",1.49143
Barbados,BRB,"Apr 10, 2020",1.49143
Barbados,BRB,"Apr 11, 2020",1.98857
Barbados,BRB,"Apr 12, 2020",1.98857
Barbados,BRB,"Apr 13, 2020",1.49143
Barbados,BRB,"Apr 14, 2020",0.99429
Barbados,BRB,"Apr 15, 2020",0.99429
Barbados,BRB,"Apr 16, 2020",0.99429
Barbados,BRB,"Apr 17, 2020",0.99429
Barbados,BRB,"Apr 18, 2020",0.49714
Barbados,BRB,"Apr 19, 2020",0.49714
Barbados,BRB,"Apr 20, 2020",0.49714
Barbados,BRB,"Apr 21, 2020",0.49714
Barbados,BRB,"Apr 22, 2020",0
Barbados,BRB,"Apr 23, 2020",0.49714
Barbados,BRB,"Apr 24, 2020",0.49714
Barbados,BRB,"Apr 25, 2020",0.49714
Barbados,BRB,"Apr 26, 2020",0.49714
Barbados,BRB,"Apr 27, 2020",0.49714
Barbados,BRB,"Apr 28, 2020",0.49714
Barbados,BRB,"Apr 29, 2020",0.49714
Barbados,BRB,"Apr 30, 2020",0.49714
Barbados,BRB,"May 1, 2020",0.49714
Barbados,BRB,"May 2, 2020",0.49714
Barbados,BRB,"May 3, 2020",0.49714
Barbados,BRB,"May 4, 2020",0.49714
Barbados,BRB,"May 5, 2020",0.49714
Barbados,BRB,"May 6, 2020",0.49714
Barbados,BRB,"May 7, 2020",0
Barbados,BRB,"May 8, 2020",0
Barbados,BRB,"May 9, 2020",0
Barbados,BRB,"May 10, 2020",0
Barbados,BRB,"May 11, 2020",0
Barbados,BRB,"May 12, 2020",0
Barbados,BRB,"May 13, 2020",0
Barbados,BRB,"May 14, 2020",0
Barbados,BRB,"May 15, 2020",0
Barbados,BRB,"May 16, 2020",0
Barbados,BRB,"May 17, 2020",0
Barbados,BRB,"May 18, 2020",0
Barbados,BRB,"May 19, 2020",0
Barbados,BRB,"May 20, 2020",0
Barbados,BRB,"May 21, 2020",0
Barbados,BRB,"May 22, 2020",0
Barbados,BRB,"May 23, 2020",0
Barbados,BRB,"May 24, 2020",0
Barbados,BRB,"May 25, 2020",0
Barbados,BRB,"May 26, 2020",0
Barbados,BRB,"May 27, 2020",0
Barbados,BRB,"May 28, 2020",0
Barbados,BRB,"May 29, 2020",0
Barbados,BRB,"May 30, 2020",0
Barbados,BRB,"May 31, 2020",0
Barbados,BRB,"Jun 1, 2020",0
Barbados,BRB,"Jun 2, 2020",0
Barbados,BRB,"Jun 3, 2020",0
Barbados,BRB,"Jun 4, 2020",0
Barbados,BRB,"Jun 5, 2020",0
Barbados,BRB,"Jun 6, 2020",0
Barbados,BRB,"Jun 7, 2020",0
Barbados,BRB,"Jun 8, 2020",0
Barbados,BRB,"Jun 9, 2020",0
Barbados,BRB,"Jun 10, 2020",0
Barbados,BRB,"Jun 11, 2020",0
Barbados,BRB,"Jun 12, 2020",0
Barbados,BRB,"Jun 13, 2020",0
Barbados,BRB,"Jun 14, 2020",0
Barbados,BRB,"Jun 15, 2020",0
Barbados,BRB,"Jun 16, 2020",0
Barbados,BRB,"Jun 17, 2020",0
Barbados,BRB,"Jun 18, 2020",0
Barbados,BRB,"Jun 19, 2020",0
Barbados,BRB,"Jun 20, 2020",0
Barbados,BRB,"Jun 21, 2020",0
Barbados,BRB,"Jun 22, 2020",0
Barbados,BRB,"Jun 23, 2020",0
Barbados,BRB,"Jun 24, 2020",0
Barbados,BRB,"Jun 25, 2020",0
Barbados,BRB,"Jun 26, 2020",0
Barbados,BRB,"Jun 27, 2020",0
Barbados,BRB,"Jun 28, 2020",0
Barbados,BRB,"Jun 29, 2020",0
Barbados,BRB,"Jun 30, 2020",0
Barbados,BRB,"Jul 1, 2020",0
Barbados,BRB,"Jul 2, 2020",0
Barbados,BRB,"Jul 3, 2020",0
Barbados,BRB,"Jul 4, 2020",0
Belarus,BLR,"Jan 2, 2020",0
Belarus,BLR,"Jan 3, 2020",0
Belarus,BLR,"Jan 4, 2020",0
Belarus,BLR,"Jan 5, 2020",0
Belarus,BLR,"Jan 6, 2020",0
Belarus,BLR,"Jan 7, 2020",0
Belarus,BLR,"Jan 8, 2020",0
Belarus,BLR,"Jan 9, 2020",0
Belarus,BLR,"Jan 10, 2020",0
Belarus,BLR,"Jan 11, 2020",0
Belarus,BLR,"Jan 12, 2020",0
Belarus,BLR,"Jan 13, 2020",0
Belarus,BLR,"Jan 14, 2020",0
Belarus,BLR,"Jan 15, 2020",0
Belarus,BLR,"Jan 16, 2020",0
Belarus,BLR,"Jan 17, 2020",0
Belarus,BLR,"Jan 18, 2020",0
Belarus,BLR,"Jan 19, 2020",0
Belarus,BLR,"Jan 20, 2020",0
Belarus,BLR,"Jan 21, 2020",0
Belarus,BLR,"Jan 22, 2020",0
Belarus,BLR,"Jan 23, 2020",0
Belarus,BLR,"Jan 24, 2020",0
Belarus,BLR,"Jan 25, 2020",0
Belarus,BLR,"Jan 26, 2020",0
Belarus,BLR,"Jan 27, 2020",0
Belarus,BLR,"Jan 28, 2020",0
Belarus,BLR,"Jan 29, 2020",0
Belarus,BLR,"Jan 30, 2020",0
Belarus,BLR,"Jan 31, 2020",0
Belarus,BLR,"Feb 1, 2020",0
Belarus,BLR,"Feb 2, 2020",0
Belarus,BLR,"Feb 3, 2020",0
Belarus,BLR,"Feb 4, 2020",0
Belarus,BLR,"Feb 5, 2020",0
Belarus,BLR,"Feb 6, 2020",0
Belarus,BLR,"Feb 7, 2020",0
Belarus,BLR,"Feb 8, 2020",0
Belarus,BLR,"Feb 9, 2020",0
Belarus,BLR,"Feb 10, 2020",0
Belarus,BLR,"Feb 11, 2020",0
Belarus,BLR,"Feb 12, 2020",0
Belarus,BLR,"Feb 13, 2020",0
Belarus,BLR,"Feb 14, 2020",0
Belarus,BLR,"Feb 15, 2020",0
Belarus,BLR,"Feb 16, 2020",0
Belarus,BLR,"Feb 17, 2020",0
Belarus,BLR,"Feb 18, 2020",0
Belarus,BLR,"Feb 19, 2020",0
Belarus,BLR,"Feb 20, 2020",0
Belarus,BLR,"Feb 21, 2020",0
Belarus,BLR,"Feb 22, 2020",0
Belarus,BLR,"Feb 23, 2020",0
Belarus,BLR,"Feb 24, 2020",0
Belarus,BLR,"Feb 25, 2020",0
Belarus,BLR,"Feb 26, 2020",0
Belarus,BLR,"Feb 27, 2020",0
Belarus,BLR,"Feb 28, 2020",0
Belarus,BLR,"Feb 29, 2020",0
Belarus,BLR,"Mar 1, 2020",0
Belarus,BLR,"Mar 2, 2020",0
Belarus,BLR,"Mar 3, 2020",0
Belarus,BLR,"Mar 4, 2020",0
Belarus,BLR,"Mar 5, 2020",0
Belarus,BLR,"Mar 6, 2020",0
Belarus,BLR,"Mar 7, 2020",0
Belarus,BLR,"Mar 8, 2020",0
Belarus,BLR,"Mar 13, 2020",0
Belarus,BLR,"Mar 14, 2020",0
Belarus,BLR,"Mar 15, 2020",0
Belarus,BLR,"Mar 16, 2020",0
Belarus,BLR,"Mar 17, 2020",0
Belarus,BLR,"Mar 18, 2020",0
Belarus,BLR,"Mar 19, 2020",0
Belarus,BLR,"Mar 20, 2020",0
Belarus,BLR,"Mar 21, 2020",0
Belarus,BLR,"Mar 22, 2020",0
Belarus,BLR,"Mar 23, 2020",0
Belarus,BLR,"Mar 24, 2020",0
Belarus,BLR,"Mar 25, 2020",0
Belarus,BLR,"Mar 26, 2020",0
Belarus,BLR,"Mar 27, 2020",0
Belarus,BLR,"Mar 28, 2020",0
Belarus,BLR,"Mar 29, 2020",0
Belarus,BLR,"Mar 30, 2020",0
Belarus,BLR,"Mar 31, 2020",0
Belarus,BLR,"Apr 1, 2020",0
Belarus,BLR,"Apr 2, 2020",0
Belarus,BLR,"Apr 3, 2020",0.06043
Belarus,BLR,"Apr 4, 2020",0.06043
Belarus,BLR,"Apr 5, 2020",0.07557
Belarus,BLR,"Apr 6, 2020",0.12086
Belarus,BLR,"Apr 7, 2020",0.19643
Belarus,BLR,"Apr 8, 2020",0.19643
Belarus,BLR,"Apr 9, 2020",0.19643
Belarus,BLR,"Apr 10, 2020",0.18129
Belarus,BLR,"Apr 11, 2020",0.22657
Belarus,BLR,"Apr 12, 2020",0.27186
Belarus,BLR,"Apr 13, 2020",0.27186
Belarus,BLR,"Apr 14, 2020",0.24157
Belarus,BLR,"Apr 15, 2020",0.302
Belarus,BLR,"Apr 16, 2020",0.34729
Belarus,BLR,"Apr 17, 2020",0.36243
Belarus,BLR,"Apr 18, 2020",0.34743
Belarus,BLR,"Apr 19, 2020",0.33229
Belarus,BLR,"Apr 20, 2020",0.31729
Belarus,BLR,"Apr 21, 2020",0.33243
Belarus,BLR,"Apr 22, 2020",0.33243
Belarus,BLR,"Apr 23, 2020",0.33243
Belarus,BLR,"Apr 24, 2020",0.30229
Belarus,BLR,"Apr 25, 2020",0.31729
Belarus,BLR,"Apr 26, 2020",0.33243
Belarus,BLR,"Apr 27, 2020",0.37771
Belarus,BLR,"Apr 28, 2020",0.36257
Belarus,BLR,"Apr 29, 2020",0.36257
Belarus,BLR,"Apr 30, 2020",0.39286
Belarus,BLR,"May 1, 2020",0.43814
Belarus,BLR,"May 2, 2020",0.45329
Belarus,BLR,"May 3, 2020",0.45329
Belarus,BLR,"May 4, 2020",0.408
Belarus,BLR,"May 5, 2020",0.42314
Belarus,BLR,"May 6, 2020",0.42314
Belarus,BLR,"May 7, 2020",0.42314
Belarus,BLR,"May 8, 2020",0.408
Belarus,BLR,"May 9, 2020",0.42314
Belarus,BLR,"May 10, 2020",0.43829
Belarus,BLR,"May 11, 2020",0.48357
Belarus,BLR,"May 12, 2020",0.48357
Belarus,BLR,"May 13, 2020",0.529
Belarus,BLR,"May 14, 2020",0.51386
Belarus,BLR,"May 15, 2020",0.529
Belarus,BLR,"May 16, 2020",0.529
Belarus,BLR,"May 17, 2020",0.51386
Belarus,BLR,"May 18, 2020",0.51386
Belarus,BLR,"May 19, 2020",0.54414
Belarus,BLR,"May 20, 2020",0.49871
Belarus,BLR,"May 21, 2020",0.49871
Belarus,BLR,"May 22, 2020",0.51386
Belarus,BLR,"May 23, 2020",0.51386
Belarus,BLR,"May 24, 2020",0.51386
Belarus,BLR,"May 25, 2020",0.51386
Belarus,BLR,"May 26, 2020",0.49871
Belarus,BLR,"May 27, 2020",0.49871
Belarus,BLR,"May 28, 2020",0.529
Belarus,BLR,"May 29, 2020",0.51386
Belarus,BLR,"May 30, 2020",0.51386
Belarus,BLR,"May 31, 2020",0.529
Belarus,BLR,"Jun 1, 2020",0.54414
Belarus,BLR,"Jun 2, 2020",0.54414
Belarus,BLR,"Jun 3, 2020",0.529
Belarus,BLR,"Jun 4, 2020",0.51386
Belarus,BLR,"Jun 5, 2020",0.51386
Belarus,BLR,"Jun 6, 2020",0.529
Belarus,BLR,"Jun 7, 2020",0.51386
Belarus,BLR,"Jun 8, 2020",0.51386
Belarus,BLR,"Jun 9, 2020",0.54414
Belarus,BLR,"Jun 10, 2020",0.58957
Belarus,BLR,"Jun 11, 2020",0.60471
Belarus,BLR,"Jun 12, 2020",0.60471
Belarus,BLR,"Jun 13, 2020",0.58957
Belarus,BLR,"Jun 14, 2020",0.60471
Belarus,BLR,"Jun 15, 2020",0.58957
Belarus,BLR,"Jun 16, 2020",0.54414
Belarus,BLR,"Jun 17, 2020",0.54414
Belarus,BLR,"Jun 18, 2020",0.54414
Belarus,BLR,"Jun 19, 2020",0.57443
Belarus,BLR,"Jun 20, 2020",0.52914
Belarus,BLR,"Jun 21, 2020",0.60471
Belarus,BLR,"Jun 22, 2020",0.57443
Belarus,BLR,"Jun 23, 2020",0.58957
Belarus,BLR,"Jun 24, 2020",0.58957
Belarus,BLR,"Jun 25, 2020",0.57443
Belarus,BLR,"Jun 26, 2020",0.54414
Belarus,BLR,"Jun 27, 2020",0.60457
Belarus,BLR,"Jun 28, 2020",0.51386
Belarus,BLR,"Jun 29, 2020",0.55929
Belarus,BLR,"Jun 30, 2020",0.54414
Belarus,BLR,"Jul 1, 2020",0.529
Belarus,BLR,"Jul 2, 2020",0.54414
Belarus,BLR,"Jul 3, 2020",0.57443
Belarus,BLR,"Jul 4, 2020",0.58957
Belgium,BEL,"Jan 2, 2020",0
Belgium,BEL,"Jan 3, 2020",0
Belgium,BEL,"Jan 4, 2020",0
Belgium,BEL,"Jan 5, 2020",0
Belgium,BEL,"Jan 6, 2020",0
Belgium,BEL,"Jan 7, 2020",0
Belgium,BEL,"Jan 8, 2020",0
Belgium,BEL,"Jan 9, 2020",0
Belgium,BEL,"Jan 10, 2020",0
Belgium,BEL,"Jan 11, 2020",0
Belgium,BEL,"Jan 12, 2020",0
Belgium,BEL,"Jan 13, 2020",0
Belgium,BEL,"Jan 14, 2020",0
Belgium,BEL,"Jan 15, 2020",0
Belgium,BEL,"Jan 16, 2020",0
Belgium,BEL,"Jan 17, 2020",0
Belgium,BEL,"Jan 18, 2020",0
Belgium,BEL,"Jan 19, 2020",0
Belgium,BEL,"Jan 20, 2020",0
Belgium,BEL,"Jan 21, 2020",0
Belgium,BEL,"Jan 22, 2020",0
Belgium,BEL,"Jan 23, 2020",0
Belgium,BEL,"Jan 24, 2020",0
Belgium,BEL,"Jan 25, 2020",0
Belgium,BEL,"Jan 26, 2020",0
Belgium,BEL,"Jan 27, 2020",0
Belgium,BEL,"Jan 28, 2020",0
Belgium,BEL,"Jan 29, 2020",0
Belgium,BEL,"Jan 30, 2020",0
Belgium,BEL,"Jan 31, 2020",0
Belgium,BEL,"Feb 1, 2020",0
Belgium,BEL,"Feb 2, 2020",0
Belgium,BEL,"Feb 3, 2020",0
Belgium,BEL,"Feb 4, 2020",0
Belgium,BEL,"Feb 5, 2020",0
Belgium,BEL,"Feb 6, 2020",0
Belgium,BEL,"Feb 7, 2020",0
Belgium,BEL,"Feb 8, 2020",0
Belgium,BEL,"Feb 9, 2020",0
Belgium,BEL,"Feb 10, 2020",0
Belgium,BEL,"Feb 11, 2020",0
Belgium,BEL,"Feb 12, 2020",0
Belgium,BEL,"Feb 13, 2020",0
Belgium,BEL,"Feb 14, 2020",0
Belgium,BEL,"Feb 15, 2020",0
Belgium,BEL,"Feb 16, 2020",0
Belgium,BEL,"Feb 17, 2020",0
Belgium,BEL,"Feb 18, 2020",0
Belgium,BEL,"Feb 19, 2020",0
Belgium,BEL,"Feb 20, 2020",0
Belgium,BEL,"Feb 21, 2020",0
Belgium,BEL,"Feb 22, 2020",0
Belgium,BEL,"Feb 23, 2020",0
Belgium,BEL,"Feb 24, 2020",0
Belgium,BEL,"Feb 25, 2020",0
Belgium,BEL,"Feb 26, 2020",0
Belgium,BEL,"Feb 27, 2020",0
Belgium,BEL,"Feb 28, 2020",0
Belgium,BEL,"Feb 29, 2020",0
Belgium,BEL,"Mar 1, 2020",0
Belgium,BEL,"Mar 2, 2020",0
Belgium,BEL,"Mar 3, 2020",0
Belgium,BEL,"Mar 4, 2020",0
Belgium,BEL,"Mar 5, 2020",0
Belgium,BEL,"Mar 6, 2020",0
Belgium,BEL,"Mar 7, 2020",0
Belgium,BEL,"Mar 8, 2020",0
Belgium,BEL,"Mar 9, 2020",0
Belgium,BEL,"Mar 10, 2020",0.01229
Belgium,BEL,"Mar 11, 2020",0.04929
Belgium,BEL,"Mar 12, 2020",0.06157
Belgium,BEL,"Mar 13, 2020",0.09857
Belgium,BEL,"Mar 14, 2020",0.16014
Belgium,BEL,"Mar 15, 2020",0.23414
Belgium,BEL,"Mar 16, 2020",0.36971
Belgium,BEL,"Mar 17, 2020",0.50529
Belgium,BEL,"Mar 18, 2020",0.73943
Belgium,BEL,"Mar 19, 2020",1.07229
Belgium,BEL,"Mar 20, 2020",1.41743
Belgium,BEL,"Mar 21, 2020",1.83657
Belgium,BEL,"Mar 22, 2020",2.28029
Belgium,BEL,"Mar 23, 2020",3.09386
Belgium,BEL,"Mar 24, 2020",3.85814
Belgium,BEL,"Mar 25, 2020",4.78271
Belgium,BEL,"Mar 26, 2020",5.68257
Belgium,BEL,"Mar 27, 2020",6.82886
Belgium,BEL,"Mar 28, 2020",7.99986
Belgium,BEL,"Mar 29, 2020",9.19543
Belgium,BEL,"Mar 30, 2020",10.34171
Belgium,BEL,"Mar 31, 2020",11.73457
Belgium,BEL,"Apr 1, 2020",13.60814
Belgium,BEL,"Apr 2, 2020",14.95171
Belgium,BEL,"Apr 3, 2020",16.27071
Belgium,BEL,"Apr 4, 2020",17.98414
Belgium,BEL,"Apr 5, 2020",19.14286
Belgium,BEL,"Apr 6, 2020",20.41257
Belgium,BEL,"Apr 7, 2020",21.84243
Belgium,BEL,"Apr 8, 2020",22.68057
Belgium,BEL,"Apr 9, 2020",23.43243
Belgium,BEL,"Apr 10, 2020",24.50471
Belgium,BEL,"Apr 11, 2020",24.68957
Belgium,BEL,"Apr 12, 2020",26.04543
Belgium,BEL,"Apr 13, 2020",26.13171
Belgium,BEL,"Apr 14, 2020",25.78657
Belgium,BEL,"Apr 15, 2020",25.26886
Belgium,BEL,"Apr 16, 2020",25.03471
Belgium,BEL,"Apr 17, 2020",23.62957
Belgium,BEL,"Apr 18, 2020",22.65571
Belgium,BEL,"Apr 19, 2020",21.041
Belgium,BEL,"Apr 20, 2020",20.04257
Belgium,BEL,"Apr 21, 2020",19.14271
Belgium,BEL,"Apr 22, 2020",18.11971
Belgium,BEL,"Apr 23, 2020",17.17057
Belgium,BEL,"Apr 24, 2020",16.468
Belgium,BEL,"Apr 25, 2020",15.80243
Belgium,BEL,"Apr 26, 2020",15.35871
Belgium,BEL,"Apr 27, 2020",14.47114
Belgium,BEL,"Apr 28, 2020",13.39886
Belgium,BEL,"Apr 29, 2020",12.24014
Belgium,BEL,"Apr 30, 2020",11.11843
Belgium,BEL,"May 1, 2020",10.51443
Belgium,BEL,"May 2, 2020",9.50371
Belgium,BEL,"May 3, 2020",8.51757
Belgium,BEL,"May 4, 2020",8.16014
Belgium,BEL,"May 5, 2020",7.75329
Belgium,BEL,"May 6, 2020",7.46971
Belgium,BEL,"May 7, 2020",7.39571
Belgium,BEL,"May 8, 2020",7.05057
Belgium,BEL,"May 9, 2020",6.98886
Belgium,BEL,"May 10, 2020",6.70543
Belgium,BEL,"May 11, 2020",6.26171
Belgium,BEL,"May 12, 2020",5.84271
Belgium,BEL,"May 13, 2020",5.58386
Belgium,BEL,"May 14, 2020",5.18943
Belgium,BEL,"May 15, 2020",4.78271
Belgium,BEL,"May 16, 2020",4.28971
Belgium,BEL,"May 17, 2020",3.82129
Belgium,BEL,"May 18, 2020",3.48843
Belgium,BEL,"May 19, 2020",3.26657
Belgium,BEL,"May 20, 2020",2.99543
Belgium,BEL,"May 21, 2020",2.78586
Belgium,BEL,"May 22, 2020",2.78586
Belgium,BEL,"May 23, 2020",2.73657
Belgium,BEL,"May 24, 2020",2.73657
Belgium,BEL,"May 25, 2020",2.601
Belgium,BEL,"May 26, 2020",2.72414
Belgium,BEL,"May 27, 2020",2.62557
Belgium,BEL,"May 28, 2020",2.53929
Belgium,BEL,"May 29, 2020",2.24343
Belgium,BEL,"May 30, 2020",2.24343
Belgium,BEL,"May 31, 2020",2.04614
Belgium,BEL,"Jun 1, 2020",2.02143
Belgium,BEL,"Jun 2, 2020",1.775
Belgium,BEL,"Jun 3, 2020",1.72571
Belgium,BEL,"Jun 4, 2020",1.62714
Belgium,BEL,"Jun 5, 2020",1.61471
Belgium,BEL,"Jun 6, 2020",1.45443
Belgium,BEL,"Jun 7, 2020",1.35586
Belgium,BEL,"Jun 8, 2020",1.19571
Belgium,BEL,"Jun 9, 2020",1.097
Belgium,BEL,"Jun 10, 2020",0.99829
Belgium,BEL,"Jun 11, 2020",0.912
Belgium,BEL,"Jun 12, 2020",0.88743
Belgium,BEL,"Jun 13, 2020",0.81343
Belgium,BEL,"Jun 14, 2020",0.71486
Belgium,BEL,"Jun 15, 2020",0.70243
Belgium,BEL,"Jun 16, 2020",0.64086
Belgium,BEL,"Jun 17, 2020",0.57929
Belgium,BEL,"Jun 18, 2020",0.55457
Belgium,BEL,"Jun 19, 2020",0.48057
Belgium,BEL,"Jun 20, 2020",0.456
Belgium,BEL,"Jun 21, 2020",0.53
Belgium,BEL,"Jun 22, 2020",0.57929
